neuron_id,neuron_type,partner_id,connection_type
720575940630610042,DNp32,720575940637693503,upstream
720575940630610042,DNp32,720575940609877429,upstream
720575940630610042,DNp32,720575940637656974,upstream
720575940630610042,DNp32,720575940612383082,upstream
720575940630610042,DNp32,720575940636496100,upstream
720575940630610042,DNp32,720575940630427643,upstream
720575940630610042,DNp32,720575940627084905,upstream
720575940630610042,DNp32,720575940622241160,upstream
720575940630610042,DNp32,720575940630347980,upstream
720575940630610042,DNp32,720575940630181829,upstream
720575940630610042,DNp32,720575940636880350,upstream
720575940630610042,DNp32,720575940630151484,upstream
720575940630610042,DNp32,720575940624820112,upstream
720575940630610042,DNp32,720575940624836495,upstream
720575940630610042,DNp32,720575940614856607,upstream
720575940630610042,DNp32,720575940608541891,upstream
720575940630610042,DNp32,720575940620121324,upstream
720575940630610042,DNp32,720575940648748409,upstream
720575940630610042,DNp32,720575940629461442,upstream
720575940630610042,DNp32,720575940578636500,upstream
720575940630610042,DNp32,720575940629478956,upstream
720575940630610042,DNp32,720575940624992007,upstream
